5.349152287468314171e+01,-2.359312456101179123e+00
5.349150803871452808e+01,-2.359279682859778404e+00
5.349148264154791832e+01,-2.359209107235074043e+00
5.349145783111453056e+01,-2.359191924333572388e+00
5.349135171622037888e+01,-2.359160995110869408e+00
5.349132673814892769e+01,-2.359162671491503716e+00
5.349123621359467506e+01,-2.359139453619718552e+00
5.349117091856896877e+01,-2.359128557145595551e+00
5.349109891802072525e+01,-2.359160492196679115e+00
5.349108450114727020e+01,-2.359164850786328316e+00
5.349105575121939182e+01,-2.359180441126227379e+00
5.349102381616830826e+01,-2.359185386449098587e+00
5.349100034683942795e+01,-2.359197121113538742e+00
5.349098894745111465e+01,-2.359200809150934219e+00
5.349096028134226799e+01,-2.359206173568964005e+00
5.349088568240404129e+01,-2.359246993437409401e+00
5.349083480425179005e+01,-2.359262416139245033e+00
5.349075173959136009e+01,-2.359274234622716904e+00
5.349070446565747261e+01,-2.359264260157942772e+00
5.349065886810421944e+01,-2.359269456937909126e+00
5.349058544263243675e+01,-2.359283873811364174e+00
5.349054168909788132e+01,-2.359300050884485245e+00
5.349047689698636532e+01,-2.359329890459775925e+00
5.349046239629387856e+01,-2.359339613467454910e+00
5.349039777182042599e+01,-2.359329722821712494e+00
5.349036659114062786e+01,-2.359334081411361694e+00
5.349035468883812428e+01,-2.359333997592329979e+00
5.349031873047351837e+01,-2.359302565455436707e+00
5.349029618315398693e+01,-2.359265433624386787e+00
5.349029073491692543e+01,-2.359221260994672775e+00
5.349027371965348721e+01,-2.359175076708197594e+00
5.349026206880807877e+01,-2.359145907685160637e+00
5.349025008268654346e+01,-2.359029147773981094e+00
5.349028394557535648e+01,-2.358928732573986053e+00
5.349029777571558952e+01,-2.358874585479497910e+00
5.349030322395265102e+01,-2.358862264081835747e+00
5.349031831137835979e+01,-2.358832675963640213e+00
5.349032577127218246e+01,-2.358817588537931442e+00
5.349037731997668743e+01,-2.358784228563308716e+00
5.349045057781040668e+01,-2.358747264370322227e+00
5.349047974683344364e+01,-2.358748689293861389e+00
5.349051369354128838e+01,-2.358739553019404411e+00
5.349058108404278755e+01,-2.358713988214731216e+00
5.349061100743710995e+01,-2.358694374561309814e+00
5.349065643735229969e+01,-2.358674760907888412e+00
5.349072106182575226e+01,-2.358630169183015823e+00
5.349073036573827267e+01,-2.358622290194034576e+00
5.349079004488885403e+01,-2.358588092029094696e+00
5.349082390777766705e+01,-2.358571747317910194e+00
5.349083513952791691e+01,-2.358562946319580078e+00
5.349087973125278950e+01,-2.358528664335608482e+00
5.349091275595128536e+01,-2.358500417321920395e+00
5.349094972014427185e+01,-2.358479043468832970e+00
5.349096899852156639e+01,-2.358446102589368820e+00
5.349097721278667450e+01,-2.358347112312912941e+00
5.349097863771021366e+01,-2.358313249424099922e+00
5.349099867045879364e+01,-2.358288941904902458e+00
5.349103144370019436e+01,-2.358269495889544487e+00
5.349108668044209480e+01,-2.358237979933619499e+00
5.349112942814826965e+01,-2.358237644657492638e+00
5.349117552861571312e+01,-2.358230100944638252e+00
5.349118785001337528e+01,-2.358230771496891975e+00
5.349121768958866596e+01,-2.358225826174020767e+00
5.349122892133891582e+01,-2.358223814517259598e+00
5.349125138483941555e+01,-2.358265221118927002e+00
5.349127233959734440e+01,-2.358360271900892258e+00
5.349127753637731075e+01,-2.358416011556982994e+00
5.349127938039600849e+01,-2.358538052067160606e+00
5.349128642119467258e+01,-2.358577614650130272e+00
5.349129497073590755e+01,-2.358663026243448257e+00
5.349130687303841114e+01,-2.358725303784012794e+00
5.349131424911320210e+01,-2.358833262696862221e+00
5.349131525494158268e+01,-2.358852624893188477e+00
5.349131106398999691e+01,-2.358910208567976952e+00
5.349131366237998009e+01,-2.358926637098193169e+00
5.349130972288548946e+01,-2.358961338177323341e+00
5.349131030961871147e+01,-2.358974749222397804e+00
5.349131165072321892e+01,-2.358990088105201721e+00
5.349132271483540535e+01,-2.359088407829403877e+00
5.349132263101637363e+01,-2.359129730612039566e+00
5.349133595824241638e+01,-2.359236096963286400e+00
5.349133864045143127e+01,-2.359252609312534332e+00
5.349134685471653938e+01,-2.359289573505520821e+00
